time,time_bnds,lat_bnds,lon_bnds,tas
0.016254425048828125,0.01990509033203125,0.024322509765625,0.029314041137695312,0.03390026092529297
,,,,0.03988170623779297
,,,,0.03992748260498047
,,,,0.03997325897216797
,,,,0.04001903533935547
,,,,0.04006481170654297
,,,,0.04011058807373047
,,,,0.04015636444091797
,,,,0.04020214080810547
,,,,0.04024791717529297
,,,,0.04029369354248047
,,,,0.04033946990966797
,,,,0.04038524627685547
,,,,0.04043102264404297
,,,,0.04047679901123047
,,,,0.04052257537841797
,,,,0.04056835174560547
,,,,0.04061412811279297
,,,,0.04065990447998047
,,,,0.04070568084716797
,,,,0.04075145721435547
,,,,0.04079723358154297
,,,,0.04084300994873047
,,,,0.04088878631591797
,,,,0.04093456268310547
,,,,0.04098033905029297
,,,,0.04102611541748047
,,,,0.04107189178466797
,,,,0.04111766815185547
,,,,0.04116344451904297
,,,,0.04120922088623047
,,,,0.04125499725341797
,,,,0.04130077362060547
,,,,0.04134654998779297
,,,,0.04139232635498047
,,,,0.04143810272216797
,,,,0.04148387908935547
,,,,0.04152965545654297
,,,,0.04157543182373047
,,,,0.04162120819091797
,,,,0.04166698455810547
,,,,0.04171276092529297
,,,,0.04175853729248047
,,,,0.04180431365966797
,,,,0.04185009002685547
,,,,0.04189586639404297
,,,,0.04194164276123047
,,,,0.04198741912841797
,,,,0.04203319549560547
,,,,0.04207897186279297
,,,,0.04212474822998047
,,,,0.04217052459716797
,,,,0.04221630096435547
,,,,0.04226207733154297
,,,,0.04230785369873047
,,,,0.04235363006591797
,,,,0.04239940643310547
,,,,0.04244518280029297
,,,,0.03394603729248047
,,,,0.03689098358154297
,,,,0.03693675994873047
,,,,0.03698253631591797
,,,,0.03702831268310547
,,,,0.03707408905029297
,,,,0.03711986541748047
,,,,0.03716564178466797
,,,,0.03721141815185547
,,,,0.03725719451904297
,,,,0.03730297088623047
,,,,0.03734874725341797
,,,,0.03739452362060547
,,,,0.03744029998779297
,,,,0.03748607635498047
,,,,0.03753185272216797
,,,,0.03757762908935547
,,,,0.03762340545654297
,,,,0.03766918182373047
,,,,0.03771495819091797
,,,,0.03776073455810547
,,,,0.03780651092529297
,,,,0.03785228729248047
,,,,0.03789806365966797
,,,,0.03794384002685547
,,,,0.03798961639404297
,,,,0.03803539276123047
,,,,0.03808116912841797
,,,,0.03812694549560547
,,,,0.03817272186279297
,,,,0.03821849822998047
,,,,0.03826427459716797
,,,,0.03831005096435547
,,,,0.03835582733154297
,,,,0.03840160369873047
,,,,0.03844738006591797
,,,,0.03849315643310547
,,,,0.03853893280029297
,,,,0.03858470916748047
,,,,0.03863048553466797
,,,,0.03867626190185547
,,,,0.03872203826904297
,,,,0.03876781463623047
,,,,0.03881359100341797
,,,,0.03885936737060547
,,,,0.03890514373779297
,,,,0.03895092010498047
,,,,0.03899669647216797
,,,,0.03904247283935547
,,,,0.03908824920654297
,,,,0.03913402557373047
,,,,0.03917980194091797
,,,,0.03922557830810547
,,,,0.03927135467529297
,,,,0.03931713104248047
,,,,0.03936290740966797
,,,,0.03940868377685547
,,,,0.03945446014404297
,,,,0.03399181365966797
,,,,0.04287242889404297
,,,,0.04291820526123047
,,,,0.04296398162841797
,,,,0.04300975799560547
,,,,0.04305553436279297
,,,,0.04310131072998047
,,,,0.04314708709716797
,,,,0.04319286346435547
,,,,0.04323863983154297
,,,,0.04328441619873047
,,,,0.04333019256591797
,,,,0.04337596893310547
,,,,0.04342174530029297
,,,,0.04346752166748047
,,,,0.04351329803466797
,,,,0.04355907440185547
,,,,0.04360485076904297
,,,,0.04365062713623047
,,,,0.04369640350341797
,,,,0.04374217987060547
,,,,0.04378795623779297
,,,,0.04383373260498047
,,,,0.04387950897216797
,,,,0.04392528533935547
,,,,0.04397106170654297
,,,,0.04401683807373047
,,,,0.04406261444091797
,,,,0.04410839080810547
,,,,0.04415416717529297
,,,,0.04419994354248047
,,,,0.04424571990966797
,,,,0.04429149627685547
,,,,0.04433727264404297
